,id,name,creative_sector,employee_sizeband,website
15332,1848285,"DISTRIBUIDORA FOTOGRÁFICA NAVARRO, S.A. DE C.V.",publishing,0 a 5 personas,WWW.FOTOGRAFICANAVARRO.COM
15382,6344014,KROMI,publishing,0 a 5 personas,WWW.FARMACIASGUADALAJARA.COM.MX
15397,1641461,STAMPA,publishing,6 a 10 personas,WWW.STAMPAIMPRESIONES.COM
15772,6209705,FOTO MAYUMI,publishing,0 a 5 personas,HTTP://WWW.FOTOMAYUMI.COM
15855,3073139,FOTO VELAZQUEZ,publishing,11 a 30 personas,WWW.SERVICIOFOTOVELAZQUEZ.COM
15875,3062688,SANTIBAÑEZ,publishing,0 a 5 personas,WWW.SANTIBANEZFOTOGRAFIA.COM
15878,3273046,"COLORPROCESS, S.A. DE C.V.",publishing,11 a 30 personas,WWW.CPRO.COM
15991,3667482,ESTUDIO FOTOGRÁFICO ROSALIO,publishing,0 a 5 personas,WWW.SONIAROMERO.COM.MX
15998,3744058,FOTO GALVAN,publishing,0 a 5 personas,WWW.FOTOGALVA.COM.MX
16020,3710361,RAW 78,publishing,0 a 5 personas,WWW.BEHANCE.COM/RAWSTUDIO78
16022,3666557,SERVICIOS DE REVELADO E IMPRESIÓN DE FOTOGRAFÍAS,publishing,0 a 5 personas,WWW.MARKACOMUNICACION.COM
16029,6388059,ARAUZ AFICIONADOS,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16030,6388049,ARAUZ CAMPINA,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16031,6387301,ARAUZ ESCUINAPA,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16032,6387273,ARAUZ FOTO DESCUENTO,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16033,6387239,ARAUZ GUAMUCHIL CENTRO,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16034,6387669,ARAUZ KOLORAMA Y OFICINAS ADMINISTRATIVAS,publishing,11 a 30 personas,WWW.ARAUZ.COM.MX
16035,6387830,ARAUZ MAZATLAN CENTRO,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16036,6386977,ARAUZ MOCHIS PROFESIONAL,publishing,6 a 10 personas,WWW.ARAUZ.COM.MX
16037,6387938,ARAUZ PLAZA DEL MAR,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16038,6387475,ARAUZ PLAZA DEL VALLE,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16039,6387295,ARAUZ PLAZA ÉVORA,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16040,6387750,ARAUZ PLAZA FIESTA CULIACAN,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16041,6387406,ARAUZ PLAZA FIESTA MOCHIS,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16042,6387250,ARAUZ PLAZA GUASAVE,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16043,6387272,ARAUZ PLAZA PALADIO,publishing,6 a 10 personas,WWW.ARAUZ.CM.MX
16044,6752875,ARAUZ PLAZA SAN ISIDRO,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16068,6387896,SERVICIOS DE REVELADO E IMPRESIÓN DE FOTOGRAFÍAS,publishing,6 a 10 personas,WWW.ARAUZ.COM.MX
16070,6395526,ARAUZ 5 DE FEBRERO,publishing,0 a 5 personas,WWW.ARAUZ.COM.MX
16100,3862879,KROMA FOTOLAB,publishing,0 a 5 personas,WWW.KROMAFOTOLAB.COM
16121,3960224,FOTO FACIL,publishing,0 a 5 personas,WWW.FOTOFACIL.COM.MX
16128,4003028,MAX-MARCOS,publishing,0 a 5 personas,WWW.LABORATORIOFOTOMAX.WIX.COM/FOTOMAX
16138,4034340,FOTO COLOR FACIL,publishing,0 a 5 personas,WWW.FOTOCOLORFACIL.COM
16154,4072527,GLOBOMAX,publishing,0 a 5 personas,WWW.GLOBOMAX.SUPERSITIO.NET
16172,4208300,SERVICIO FOTOGRÁFICO KODAK,publishing,0 a 5 personas,WWW.FOTOKODAK.COM
16252,4475852,SERVICIOS FOTOGRÁFICOS VIALY,publishing,11 a 30 personas,WWW.VIALY.COM
16286,4575380,SERVICIOS DE REVELADO E IMPRESIÓN DE FOTOGRAFÍAS,publishing,0 a 5 personas,WWW.CARMENVICTORIAGALERIAYENMARCADO.COM
16287,4581127,VECTOR DIGITAL,publishing,0 a 5 personas,WWW.MISGRANDESFOTOS.COM
16326,42999,ESCUELA DE ARTE FLAMENCO,music_performing_arts,0 a 5 personas,WWW.ZAMBRACONTRERAS.COM
16349,1729,INSTITUTO CANZIÓN,music_performing_arts,11 a 30 personas,WWW.CANZION.COM
16373,147462,ACADEMIA DE DANZA DESIREE,music_performing_arts,6 a 10 personas,WWW.DESIREEDANCESTUDIO.COM
16395,96629,AXENTUS ACADEMIA DE MUSICA,music_performing_arts,0 a 5 personas,AXENTUSACADEMIADEMUSICA.COM
16407,154164,CLASES DE ARTE LOFT,music_performing_arts,0 a 5 personas,LOFTESPACIORECREACION.COM
16418,118357,CLASES TAEKWANDO,music_performing_arts,0 a 5 personas,WWW.GUERREROSAZTECATKD.COM
16433,124440,DANZA MISTICA CODIGO 14 CLASE 41 POR LA SEP,music_performing_arts,0 a 5 personas,WWW.DANZAMISTICA.COM
16471,94008,ESCUELA DE MÚSICA LEGATO,music_performing_arts,0 a 5 personas,WWW.CLASESGUITARRAENSENADA.COM
16478,119738,ESCUELA SUPERIOR DE ARTES VISUALES 02MSU0054R,music_performing_arts,0 a 5 personas,WWW.ESAV.MX
16481,118290,ESCUELAS DE ARTE DEL SECTOR PRIVADO,music_performing_arts,0 a 5 personas,ECHEVESTEART.CARBONMADE.COM
16491,53868,ESTUDIO DEL CREADOR,music_performing_arts,6 a 10 personas,WWW.ESTUDIO DEL CREADOR.ORG
16492,109802,ESTUDIO DEL CREADOR,music_performing_arts,0 a 5 personas,WWW.STUDIODELCREADOR.ORG
16498,119840,HAREM DANCE STUDIO,music_performing_arts,0 a 5 personas,WWW.HAREMDANCESTUDIO.COM
16508,128685,"LA GRANJA TRANSFRONTERIZA, ESCUELA DE CIENCIA ARTE Y CONOCIMIENTO",music_performing_arts,11 a 30 personas,WWW.TOROLAB.ORG
16509,123408,LAS DANZANTES,music_performing_arts,0 a 5 personas,WWW.LOS DANSANTES .COM
16535,87841,TALLER DE PINTURA ARTÍSTICA,music_performing_arts,0 a 5 personas,WWW.SKC.COM.MX
16539,93659,TRIANA DANZA FLAMENCA,music_performing_arts,0 a 5 personas,WWW.TRIANADANZAFLAMENCA.COM
16610,188581,ESCUELA DE DANZA NUBIA PALMA,music_performing_arts,0 a 5 personas,WWW.ACADEMIADEDANZANUBIAPALA.COM
16616,204759,ESCUELA DE DANZA Y FOLKLORICA,music_performing_arts,0 a 5 personas,WWW.ZENTZONTLE.COM
16636,186238,NAJI PAX,music_performing_arts,11 a 30 personas,WWW.NAJILPAX.ORG.MX
16642,228097,"ACADEMIA DE ARTE Y DISEÑO, A.C.",music_performing_arts,11 a 30 personas,WWW.AADAC.COM.MX
16662,285740,AFEC EDUCACIÓN Y SALUD INTEGRAL,music_performing_arts,6 a 10 personas,WWW.CENTRO AFEC.COM .MX
16672,284661,CASA DEL ARTISTA,music_performing_arts,11 a 30 personas,WWW.CASADELARTISTA.COM
16749,336699,ATTITUDE ESTUDIO DANZA JAZZ Y PERFORMANCE,music_performing_arts,0 a 5 personas,WWW.ATTTITUDE.MX
16864,570458,ACADEMIA DE MÚSICA SIN NOMBRE,music_performing_arts,0 a 5 personas,WWW.MIBEMOL.COM
16878,566112,BLUE NOTE,music_performing_arts,6 a 10 personas,WWW.BLUNOTEACADEMY.COM
16895,570220,CONTACTO GLOBAL,music_performing_arts,0 a 5 personas,WWW.CONTACTOGLOBAL.MX
16938,6224132,PRO DANZA ESTUDIO,music_performing_arts,0 a 5 personas,WWW.PRODANZASTUDIO.COM.MX
16956,1038753,"ACADEMIA CENTRAL DANZA, A.C.",music_performing_arts,0 a 5 personas,WWW.CENTRALDANZA.COM
16970,662245,ACADEMIA DE BAILE LEMUS,music_performing_arts,0 a 5 personas,WWW.ACADEMIALEMUS.COM
16980,982781,ACADEMIA DE BALLET DE COYOACAN,music_performing_arts,0 a 5 personas,WWW.ACADEMIADEBALLETCOYOACAN.COM
16981,969780,"ACADEMIA DE BALLET DE LA CIUDAD DE MÉXICO, S.A. DE C.V.",music_performing_arts,6 a 10 personas,WWW.ACADEMIADEBALLET.COM
16995,961545,ACADEMIA DE DANZA HAWAIANO Y TAHITIANO,music_performing_arts,0 a 5 personas,HTTP://CLASESDEHAWAIANO.WORDPRESS.COM
17000,774029,ACADEMIA DE DIBUJO Y PINTURA GOYA,music_performing_arts,0 a 5 personas,WWW.ACADEMIAGOYA.COM.MX
17031,691267,ACADEMIA MUSICAL RUBINSTAIN,music_performing_arts,6 a 10 personas,WWW.ACADEMIAMUSICALRUBINSTAIN.COM
17047,640352,ARTEMANIAS,music_performing_arts,0 a 5 personas,ARTEMANIAS.COM.MX
17058,1006512,BABY BALLET,music_performing_arts,11 a 30 personas,WWW.BABYBALLET.COM.MX
17059,934730,BABY BALLET MARBET,music_performing_arts,0 a 5 personas,WWW.BABYBALLET.MX
17061,689359,BABY BALLET MARBET,music_performing_arts,11 a 30 personas,WWW.BABY BALET.MX
17062,927364,BALLET DEL BOSQUE,music_performing_arts,0 a 5 personas,WWW.BALLETDELBOSQUE.COM
17065,952437,"BARTECT MEXICANA, A.C.",music_performing_arts,6 a 10 personas,WWW.ACADEMIABARTEC.COM
17068,904037,BROADWAY MÉXICO,music_performing_arts,0 a 5 personas,WWW.BROADWAYMEXICO.COM.MX
17070,6852334,CANON MEXICANA,music_performing_arts,11 a 30 personas,WWW.CANON.COM.MX
17075,1060827,"CASA DE LA MÚSICA MEXICANA, S.C.",music_performing_arts,11 a 30 personas,WWW.CASAMUSMEX.ORG
17077,683908,CATARTICA,music_performing_arts,0 a 5 personas,WWW.CATARTICA.COM.MX
17080,873688,CENTRO CULTURAL ACADÉMICO DE ARTE MICHIKO,music_performing_arts,0 a 5 personas,WWW.CENTROCULTURALACADEMICOMICHIKO.COM
17086,878478,"CENTRO CULTURAL LOS TALLERES, A.C.",music_performing_arts,0 a 5 personas,WWW.LOSTALLERES.COM.MX
17087,858849,CENTRO CULTURAL SAN FERNANDO LA MATATENA,music_performing_arts,11 a 30 personas,WWW.LAMATATENA.ORG
17089,901907,CENTRO CULTURAL WILLY GUTIERREZ,music_performing_arts,0 a 5 personas,WWW.CENTROCULTURALWILLYGUTIERREZ.COM.MX
17093,1025325,CENTRO DE ARTE Y DISEÑO EN JOYERÍA,music_performing_arts,0 a 5 personas,WWW.CENTRODEARTEYDISEÑO.COM
17097,928928,CENTRO DE CAPACITACIÓN ARTÍSTICA STAR CENTRAL DE TALENTOS,music_performing_arts,6 a 10 personas,WWW.STARTALENTOS.COM
17101,875954,CENTRO DE EDUCACIÓN TECNOLÓGICA Y ARTE,music_performing_arts,6 a 10 personas,WWW.SALADEAUDIO.COM
17103,932466,CENTRO DE ESTIMULACIÓN MUSICAL,music_performing_arts,0 a 5 personas,WWW.INFOSEM.ORG
17105,866130,"CENTRO DE ESTUDIOS MUSICALES MÉXICO, A.C.",music_performing_arts,6 a 10 personas,WWW.CEMMAC.COM
17106,867402,CENTRO DE ESTUDIOS PARA EL USO DE LA VOZSC,music_performing_arts,0 a 5 personas,WWW.CEUVOZ.COM.MX
17107,993195,CENTRO DE FORMACIÓN ARTÍSTICA Y ACTORAL,music_performing_arts,11 a 30 personas,WWW.ELSET.COM.MX
17111,1012646,CENTRO INTEGRAL DE ARTE Y DANZA BLACK SWAN,music_performing_arts,0 a 5 personas,WWW.BLACKSWANMEXICO.COM
17113,909489,CENTRO NACIONAL DE MÚSICA,music_performing_arts,0 a 5 personas,CENTRONACIONAL DE MUSICA.YIMDO.COM
17121,929142,CIEM CENTRO DE INVESTIGACIÓN Y ESTUDIOS DE LA MÚSICA,music_performing_arts,11 a 30 personas,WWW.CIEM.EDU.MX
17146,881504,CLASES DE MÚSICA BEETHOVEN,music_performing_arts,0 a 5 personas,WWW.ACADEMIABEETHOVEN.COM.MX
17165,903272,CLASES PARTICULARES DE INGLES SIN NOMBRE,music_performing_arts,0 a 5 personas,WWW.INGLESENTUIDIOMA.COM
17178,894533,"CREACIÓN CULTURAL ARTÍSTICA, S.C.",music_performing_arts,11 a 30 personas,WWW.EMAPULIDO.COM.MX
17194,988511,DAVINCHI SCHOLL,music_performing_arts,0 a 5 personas,WWW.DAVINCHISCHOOL.COM.MX
17204,1017332,EL PATIO DEL ARTE,music_performing_arts,0 a 5 personas,WWW.PATIODELARTE.MX
17206,959637,ENCUENTROS MUSICALES,music_performing_arts,0 a 5 personas,WWW.ENCUENTROSMUSICALES.COM.MX
17208,962246,ESCUELA ALTERNATIVA DE MÚSICA LA BATACA,music_performing_arts,6 a 10 personas,WWW.EAMLABATACA.COM
17217,931981,ESCUELA DE ARTE SOMA,music_performing_arts,6 a 10 personas,WWW.SOMAMEXICO.ORG
17220,952448,ESCUELA DE ARTES MARCIALES CASA DEL FA MEN - CHUAN TAYU,music_performing_arts,0 a 5 personas,WWW.CASADELFAMENCHUAN.COM.MX
17249,714392,ESCUELA DE MÚSICA ACELDAMA,music_performing_arts,6 a 10 personas,WWW.ESCUELAACELDAMA.JINDO.COM
17258,909018,ESCUELA DE MÚSICA MUSICAF,music_performing_arts,6 a 10 personas,WWW.MUSICAF.MEX.TL
17260,988761,ESCUELA DE MÚSICA REAKTOR,music_performing_arts,0 a 5 personas,WWW.ESCUELAREAKTOR.COM
17276,1028019,ESCUELA LIBRE DE MÚSICA JOSE F. VAZQUEZ,music_performing_arts,11 a 30 personas,WWW.ESCUELALIBREDEMUSICA.COM
17277,740688,ESCUELA NACIONAL DE ARTE Y TECNOLOGÍA,music_performing_arts,11 a 30 personas,WWW.ENARTE.COM.MX
17278,859468,ESCUELA PROFESIONAL DE DIBUJO PLANTEL HUIPULCO,music_performing_arts,0 a 5 personas,WWW.EPD.EDU.MX
17280,803065,ESCUELA SUPERIOR DE MUSICA,music_performing_arts,6 a 10 personas,WWW.ESMUCMEXICO.COM.MX
17288,894377,ESCUELAS DE ARTE DEL SECTOR PRIVADO,music_performing_arts,6 a 10 personas,WWW.CENTRODEARTEYCOMEDIA.COM
17294,6807733,ESN,music_performing_arts,11 a 30 personas,WWW.SUNLAND.MX
17302,869754,ESTUDIO DE ARTE GUITARRÍSTICO,music_performing_arts,6 a 10 personas,WWW.ESTAGUITARRISTICO.COM
17303,870493,ESTUDIO DE ARTES MULTIDISCLIPLINARIAS,music_performing_arts,0 a 5 personas,WWW.ALLDANZA.COM.MX
17307,972360,ESTUDIO DE BALLET TERPSICORE,music_performing_arts,0 a 5 personas,WWW.TERPICOREDANZA.COM
17321,865074,ESTUDIO DE PINTURA SIN NOMBRE,music_performing_arts,0 a 5 personas,WWW.GILBERTOACEVEZNAVARRO.COM
17324,905742,ESTUDIO PROFESIONAL DE DANZA,music_performing_arts,0 a 5 personas,WWW.BALLERINAS.COM.MX
17327,932429,EVITERNUM,music_performing_arts,0 a 5 personas,WWW.EVITERNUM.COM
17332,755645,"FEDERACION MEXICANA DE BAILE Y DANZA DEPORTIVA, A.C.",music_performing_arts,0 a 5 personas,WWW.FEMEXBAILE.COM
17338,929504,FUNDACIÓN CADAVIECO,music_performing_arts,0 a 5 personas,WWW.FUNDACIONCADAVIECO.ORG
17339,1022216,G MARTEL UNIVERSIDAD DE LA MUSICA,music_performing_arts,31 a 50 personas,WWW.GMARTELL.COM
17347,708707,HJ STUDIO DANCE,music_performing_arts,6 a 10 personas,WWW.COREOGRAFIASPARATUS15.COM.MX
17352,955015,INSTITUTO ANDRES SOLER,music_performing_arts,11 a 30 personas,INSTITUTOANDRESSOLER.COM.MX
17353,877292,INSTITUTO CARDENAL MIRANDA,music_performing_arts,11 a 30 personas,WWW.INSTITUTOCARDENALMIRANDA.COM
17361,1011568,INTERCOLEGIAL DE BAILE,music_performing_arts,0 a 5 personas,WWW.INTERCOLEGIALDEBAILE.COM
17368,903602,KUMON VERTIZ NARVARTE,music_performing_arts,11 a 30 personas,WWW.KUMNO.COM.MX
17375,982510,LICEO ARTÍSTICO ESCUELA DE BALET,music_performing_arts,0 a 5 personas,WWW.LICEOARTISTICO.COM.MX
17384,814548,MDS ESTUDIO,music_performing_arts,0 a 5 personas,WWW.MDSESTUDIO.COM.MX
17393,760569,NARANJA DULCE ESCUELA DE MÚSICA PARA NIÑOS,music_performing_arts,0 a 5 personas,WWW.NARANJADULCE.COM
17398,690454,ORGANIZACIÓN DE ESTADOS IBEROAMERICANOS,music_performing_arts,11 a 30 personas,WWW.ORI.ORG.MX
17405,689123,POINTÉ ACADEMIA DE DANZA,music_performing_arts,6 a 10 personas,WWW.PONTE.COM.MX
17414,896075,REC MÚSICA CENTRO DE ESTUDIOS MUSICALES,music_performing_arts,11 a 30 personas,WWW.RECMUSICA.COM
17446,912572,"TALLERES DE ARTE CONTEMPORANEO, A.C.",music_performing_arts,0 a 5 personas,TACO.ORG.MX
17450,763741,TECNOLÓGICO DE MUSICA,music_performing_arts,11 a 30 personas,WWW.TECNOLOGICODEMUSICA.COM
17451,1045807,"TECTLA, S.C. TEATRO",music_performing_arts,6 a 10 personas,WWW.ESTUDIOSESCENICOS.EDU.MX
17454,933649,THE CONTEMPORARY MUSIC SCHOOL,music_performing_arts,6 a 10 personas,WWW.TCM.COM.MX
17461,1012568,VALREC ACADEMIA,music_performing_arts,6 a 10 personas,WWW.ACADEMIAVALREC.JINDO.COM
17466,739179,XPRESION,music_performing_arts,0 a 5 personas,WWW.XPRESIONARTISTICA.COM.MX
17479,1099779,ACADEMIA DE MÚSICA VIRTUOSO ACADEMY,music_performing_arts,0 a 5 personas,WWW.VIRTUOSOACADEMY.COM
17519,1355755,ACADEMIA DE BAILE RITMENEO,music_performing_arts,6 a 10 personas,WWW.RITMENEO.COM
17523,1129761,ACADEMIA DE DANZA DANCE ESTUDIO,music_performing_arts,6 a 10 personas,WWW.DANCESTUDIO.COM
17536,1129422,ACADEMIA PRAGA,music_performing_arts,6 a 10 personas,WWW.ACADEMIAPRAGA.COM
17553,1345227,CENTRO DE ARTE SMALLWORKS,music_performing_arts,0 a 5 personas,WWW.SMALLWORKS.COM
17578,6332748,CONSERVATORIO DE MÚSICA Y ARTES DE CELAYA,music_performing_arts,11 a 30 personas,WWW.CONSERVATORIOCELAYA.EDU.MX
17591,1244153,EDUCARTE,music_performing_arts,0 a 5 personas,EDUCARTEMX.NET
17634,1345230,GALERÍA JAMES HARVEY ARTIST,music_performing_arts,0 a 5 personas,WWW.JAMESHARVEYARTIST.COM
17656,1202224,PINTOR Y MAESTRO DE PINTURA,music_performing_arts,0 a 5 personas,WWW.JONATHONWILLIAMS.COM
17663,1167939,TALLER DE ARTE,music_performing_arts,0 a 5 personas,WWW.ANTONIOEHRENZWEIG.COM
17673,1413028,ACADEMIA BAILARTE,music_performing_arts,6 a 10 personas,WWW.BAILARTE.COM
17725,1446874,INSTITUTO MÚSICAL SHEKINAH,music_performing_arts,0 a 5 personas,WWW.INMUS.ORG
17767,1623511,ESCUELA DE ARTES JUVENTUD CON UNA MISION PACHUCA,music_performing_arts,6 a 10 personas,WWW.YWAMPACHUCA.ORG
17773,1553666,ESCUELA DE DANZA PROFESOR ALEJANDRO CAMACHO,music_performing_arts,0 a 5 personas,WWW.FOLKORMEXICO.COM.MX
17816,1596950,XPRESION CENTRO DE CAPACITACIÓN ARTÍSTICA,music_performing_arts,6 a 10 personas,WWW.XPRESIONARTISTICA.COM.MX
17822,1652509,"ACADEMIA DE ARTE SHAKESPEARE, S.C.",music_performing_arts,6 a 10 personas,WWW.ADASGDL.COM
17838,1959313,ACADEMIA DE DANZA DORIS TOPETE,music_performing_arts,0 a 5 personas,WWW.ACADEMIADEDANZADORISTOPETE.COM
17839,1666313,ACADEMIA DE DANZA DORIS TOPETE,music_performing_arts,6 a 10 personas,WWW.ACADEMIADEDANZADORISTOPETE.COM
17855,1858186,ACADEMIA DE MÚSICA FERMATTA,music_performing_arts,31 a 50 personas,WWW.FERMATTA.EDU.MX
17885,1925068,BALLET DANZA & ARTE RESTELLI TAN TAN,music_performing_arts,0 a 5 personas,WWW.TANTANBALLET.COM
17897,6805192,CASA AZUL,music_performing_arts,0 a 5 personas,WWW.TALLERCASAAZUL.MX
17902,1662257,CENTRO DE ESTUDIOS MUSICALES AULA 1,music_performing_arts,6 a 10 personas,WWW.CEMAULA1.BLOGSPOT.MX
17982,1706981,ESCUELA DE CIRCO,music_performing_arts,11 a 30 personas,WWW.CIRCODRAGON.COM
17990,1808858,ESCUELA DE DANZA FORO,music_performing_arts,0 a 5 personas,WWW.FORODANZA.COM
17995,1798579,ESCUELA DE FORMACIÓN INTEGRAL EN DANZA,music_performing_arts,11 a 30 personas,WWW.ESCUELADEARTESEFID.COM
17997,1700984,ESCUELA DE MÚSICA ALABRIANI,music_performing_arts,0 a 5 personas,WWW.ALABRIANI.COM.MX
18005,1808857,ESCUELA DE MÛSICA MUSIART,music_performing_arts,0 a 5 personas,WWW.MUSIART.COM.MX
18013,1698598,ESCUELA DE TEATRO MUSICAL CALLE 42,music_performing_arts,11 a 30 personas,WWW.CALLE42.COM.MX
18015,1961419,"ESCUELA MOVIMIENTO GNOSTICO, A.C.",music_performing_arts,0 a 5 personas,WWW.ESCUELADEMOVIMIENTO.COM.MX
18022,1957462,ESCUELAS DE ARTE DEL SECTOR PRIVADO,music_performing_arts,0 a 5 personas,WWW.PILARVILLASANTE.COM
18027,1706492,ESTUDIO DE ARTE,music_performing_arts,0 a 5 personas,WWW.YURIZATARAIAART.COM
18041,1696751,EXAGONO ARTES PLASTICAS ESEÑANSA DE PINTURA DIBUJO Y CERÁMICA,music_performing_arts,0 a 5 personas,WWW.TONIGUERRA.COM
18052,6796592,HERMES MUSIC EDUCATION CENTER,music_performing_arts,6 a 10 personas,WWW.HERMESEDUCATIONCENTER.COM
18056,1677621,INSTITUTO DE MÚSICA HARMONIA 432 HERTZ,music_performing_arts,0 a 5 personas,WWW.INSTITUTODEMUSICAHH.COM
18060,1664887,INSTUTUTO DE DESARROLLO MUSICAL CONARTE,music_performing_arts,11 a 30 personas,WWW.IDMCONARTE.COM
18061,1958392,JAZZERISE,music_performing_arts,11 a 30 personas,WWW.JAZZERCISE.COM.MX
18069,1938327,LAS ZAPATILLAS ROSAS,music_performing_arts,0 a 5 personas,LASZAPATILLASROSAS.COM
18071,1677529,LIEBE DANZA INTEGRAL,music_performing_arts,0 a 5 personas,WWW.LIEBEDANZAINTEGRAL.COM
18079,1698453,MUSICALERIAS,music_performing_arts,0 a 5 personas,WWW.MUSICALERIAS.COM.MX
18095,1799401,PROARTE JALISCO,music_performing_arts,11 a 30 personas,WWW.PROARTEJALISCO.COM
18100,1858646,SAMIA SAID ACADEMIA,music_performing_arts,0 a 5 personas,WWW.BELLYYDANZA.COM
18115,1801400,"TALLER DE DANZA POLINESIA DAHLIA, A.C.",music_performing_arts,0 a 5 personas,WWW.ZUHAYLA.COM.MX
18126,1871397,TALLER DE PINTURA SIN NOMBRE,music_performing_arts,0 a 5 personas,WWW.EVENTOLA.COM
18130,1958997,TAP DANCE ESTUDIO,music_performing_arts,11 a 30 personas,WWW.TAPDANCESTUSTUDIO.NET
18137,1889157,VALQUIRIA STUDIO DE DANZA,music_performing_arts,0 a 5 personas,WWW.VALQUIRIA-STUDIO.COM
18177,2501007,ACADEMIA DE CÓMIC Y DIBUJO ARTÍSTICO,music_performing_arts,0 a 5 personas,WWW.MUNDOACDA.COM
18185,2524774,ACADEMIA DE ENSEÑANZA MUSICAL ADEM,music_performing_arts,6 a 10 personas,WWW.ADEM.COM.MX
18212,2361069,ACADEMIA LEMUS,music_performing_arts,6 a 10 personas,WWW.ACADEMIALEMUS.COM
18217,2320047,ACADEMIA PEKES DANCE,music_performing_arts,6 a 10 personas,WWW.ACADEMIADANCE.COM.MX
18224,2187608,ACADEMIA URBAN TALENT,music_performing_arts,0 a 5 personas,WWW.QUIMASKAIIMAK.JIMDO.COM
18234,2209007,ARTE CUBICO,music_performing_arts,0 a 5 personas,WWW.ARTECUBICO.COM.MX
18236,2199043,ARTE ESPACIO SIN NOMBRE,music_performing_arts,6 a 10 personas,WWW.ARTEESPACIOINTERLOMAS.COM
18256,2440839,BIBRATTO MUSIC ACADEMY,music_performing_arts,0 a 5 personas,WWW.VIBRATTOMUSIC.COM
18288,2420662,CLASES DE ARTES DE MÚSICA CITY DROM,music_performing_arts,0 a 5 personas,WWW.CITYTROM.COM.MX
18349,6811499,DANCEOLOGY,music_performing_arts,11 a 30 personas,WWW.INSTAGRAM.COM/DANCEOLOGYMX
18355,2163887,DANZARIA,music_performing_arts,0 a 5 personas,WWW.DANZARIA.COM
18379,2050231,ESCUELA DE BAILE SALSA ESTUDIO,music_performing_arts,0 a 5 personas,WWW.OURDANCE.MEX.TL
18392,2427247,ESCUELA DE FOTOGRAFÍA LUMIERE,music_performing_arts,6 a 10 personas,WWW.ESCUELAUMIERE.COM
18399,2438396,ESCUELA DE MÚSICA INCRESSENDO,music_performing_arts,0 a 5 personas,WWW.INCRESSEND.COM
18413,1998243,ESCUELA FOREVER DANCE,music_performing_arts,0 a 5 personas,WWW.FOREVERDANCE.COM.MX
18417,2214723,"ESCUELA PROFESIONAL DE DIBUJO, S.C.",music_performing_arts,0 a 5 personas,WWW.EPD.EDU.MX
18418,2226161,ESCUELA SUPERIOR DE COMPOSICION Y ARREGLO MUSICAL,music_performing_arts,6 a 10 personas,WWW.ESCAM.COM.MX
18428,6811647,ESPACIO DE LA DANZA,music_performing_arts,0 a 5 personas,ESPACIODELADANZA.COM
18463,2206260,GUITARRERÍA,music_performing_arts,6 a 10 personas,WWW.GUITARRERIA.ORG
18469,2441100,IEM INSTITUTO DE EDUCACIÓN MUSICAL,music_performing_arts,0 a 5 personas,WWW.IEMMETEPEC.BLOGSPOT.MX
18491,2426955,MOMENTUM CENTRO DE DANZA Y CULTURA FISICA,music_performing_arts,0 a 5 personas,WWW.MOMENTUMEXICO.COM
18496,6721590,MYM STUDIO,music_performing_arts,0 a 5 personas,WWW.MMSTUDIO.MX
18500,2253886,"ORQUESTA SINFONICA INFANTIL DE NEZAHUALCOYOTL, A.C.",music_performing_arts,11 a 30 personas,WWW.OSIN.ORG.MX
18520,2440549,SOUND CITY COLLEGE,music_performing_arts,6 a 10 personas,WWW.SOUNDCITYCOLLEGE.COM.MX
18561,2199040,U-TALENT MÉXICO,music_performing_arts,6 a 10 personas,WWW.U-TALENT.MX
18566,2275750,WE LOVE TECHNO ENTERTEINMENT,music_performing_arts,0 a 5 personas,WWW.WELOVETECHNO.COM.MX
18567,2630585,ACADEMIA ARTÍSTICA FAMA,music_performing_arts,6 a 10 personas,WWW.E2FAMAMEXICO.COM
18599,2623631,"CENTRO DE CAPACITACIÓN PARA LA EDUCACIÓN ARTE Y CULTURA, A.C.",music_performing_arts,6 a 10 personas,WWW.CCEDUCACIONAC.ORG
18642,2630699,ESCUELA DE COSTURA INSTITUTO DE MODA Y ARTE CONTEPORANEO INMOD ART,music_performing_arts,6 a 10 personas,WWW.INMAODAR.COM
18647,2624012,ESCUELA DE DANZA FRANCK,music_performing_arts,6 a 10 personas,WWW.DANCEBALLETFRANCK.COM
18649,2566252,ESCUELA DE FOTOGRAFÍA FABRICA DE IMAGENES,music_performing_arts,6 a 10 personas,WWW.FABRICADEIMAGENES.MX
18660,2630255,FESTIVAL DE MÚSICA DE MORELIA MIGUEL BERNAL JIMENEZ,music_performing_arts,31 a 50 personas,WWW.FESTIVALMORELIA.COM
